,period,company,tickers,indicator,unit,amount
158505,2014 Q3,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"519,769,000"
158513,2014 Q4,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"474,487,000"
158522,2015 Q1,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"493,355,000"
158530,2015 Q2,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"553,421,000"
158538,2015 Q3,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"574,841,000"
158546,2015 Q4,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"519,846,000"
158555,2016 Q1,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"538,143,000"
158563,2016 Q2,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"584,133,000"
158571,2016 Q3,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"621,329,000"
158579,2016 Q4,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"578,351,000"
158587,2014 Q1,SPLUNK INC,SPLK,Final Revenue,US Dollar,"85,907,000"
158595,2014 Q2,SPLUNK INC,SPLK,Final Revenue,US Dollar,"101,547,000"
158603,2014 Q3,SPLUNK INC,SPLK,Final Revenue,US Dollar,"116,029,000"
158611,2014 Q4,SPLUNK INC,SPLK,Final Revenue,US Dollar,"147,392,000"
158619,2015 Q1,SPLUNK INC,SPLK,Final Revenue,US Dollar,"125,665,000"
158627,2015 Q2,SPLUNK INC,SPLK,Final Revenue,US Dollar,"148,326,000"
158635,2015 Q3,SPLUNK INC,SPLK,Final Revenue,US Dollar,"174,420,000"
158643,2015 Q4,SPLUNK INC,SPLK,Final Revenue,US Dollar,"220,024,000"
158651,2016 Q1,SPLUNK INC,SPLK,Final Revenue,US Dollar,"185,952,000"
158659,2016 Q2,SPLUNK INC,SPLK,Final Revenue,US Dollar,"212,753,000"
158667,2016 Q3,SPLUNK INC,SPLK,Final Revenue,US Dollar,"244,789,000"
158675,2016 Q4,SPLUNK INC,SPLK,Final Revenue,US Dollar,"306,461,000"
158684,2014 Q1,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"50,119,000"
158692,2014 Q2,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"49,094,000"
158700,2014 Q3,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"49,791,000"
158708,2014 Q4,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"51,269,000"
158717,2015 Q1,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"48,138,000"
158725,2015 Q2,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"47,969,000"
158733,2015 Q3,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"46,181,000"
158741,2015 Q4,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"47,339,000"
158750,2016 Q1,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"45,388,000"
158758,2016 Q2,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"44,635,000"
158766,2016 Q3,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"45,355,000"
158774,2016 Q4,"Spok Holdings, Inc",SPOK,Final Revenue,US Dollar,"44,184,000"
158783,2014 Q1,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"132,425,000"
158792,2014 Q2,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"159,468,000"
158801,2014 Q3,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"182,532,000"
158810,2014 Q4,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"165,444,000"
158820,2015 Q1,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"139,158,000"
158829,2015 Q2,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"166,935,000"
158838,2015 Q3,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"192,122,000"
158847,2015 Q4,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"208,549,000"
158857,2016 Q1,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"151,615,000"
158866,2016 Q2,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"189,804,000"
158875,2016 Q3,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"217,161,000"
158884,2016 Q4,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Final Revenue,US Dollar,"221,376,000"
158893,2014 Q1,SP Plus Corp,SP,Final Revenue,US Dollar,"375,800,000"
158901,2014 Q2,SP Plus Corp,SP,Final Revenue,US Dollar,"374,400,000"
158909,2014 Q3,SP Plus Corp,SP,Final Revenue,US Dollar,"380,300,000"
158917,2014 Q4,SP Plus Corp,SP,Final Revenue,US Dollar,"384,200,000"
158925,2015 Q1,SP Plus Corp,SP,Final Revenue,US Dollar,"404,200,000"
158933,2015 Q2,SP Plus Corp,SP,Final Revenue,US Dollar,"405,600,000"
158941,2015 Q3,SP Plus Corp,SP,Final Revenue,US Dollar,"400,700,000"
158949,2015 Q4,SP Plus Corp,SP,Final Revenue,US Dollar,"405,400,000"
158957,2016 Q1,SP Plus Corp,SP,Final Revenue,US Dollar,"397,600,000"
158965,2016 Q2,SP Plus Corp,SP,Final Revenue,US Dollar,"402,600,000"
158973,2016 Q3,SP Plus Corp,SP,Final Revenue,US Dollar,"409,100,000"
158981,2016 Q4,SP Plus Corp,SP,Final Revenue,US Dollar,"406,200,000"
159033,2014 Q1,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"722,606,000"
159042,2014 Q2,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"743,810,000"
159051,2014 Q3,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"766,415,000"
159060,2014 Q4,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"734,593,000"
159070,2015 Q1,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"857,506,000"
159079,2015 Q2,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"902,153,000"
159088,2015 Q3,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"903,069,000"
159095,2015 Q4,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"930,303,000"
159103,2016 Q1,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"993,241,000"
159112,2016 Q2,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"1,031,643,000"
159121,2016 Q3,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"1,035,801,000"
159130,2016 Q4,"Sprouts Farmers Market, Inc.",SFM,Final Revenue,US Dollar,"985,700,000"
159140,2014 Q1,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"28,939,000"
159149,2014 Q2,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"31,100,000"
159158,2014 Q3,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"32,506,000"
159167,2014 Q4,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"35,402,000"
159177,2015 Q1,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"36,970,000"
159186,2015 Q2,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"38,846,000"
159195,2015 Q3,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"40,354,000"
159204,2015 Q4,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"42,348,000"
159214,2016 Q1,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"45,599,000"
159223,2016 Q2,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"47,351,000"
159232,2016 Q3,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"49,284,000"
159241,2016 Q4,SPS COMMERCE INC,SPSC,Final Revenue,US Dollar,"51,061,000"
159251,2014 Q1,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"185,810,000"
159260,2014 Q2,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"188,722,000"
159269,2014 Q3,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"192,598,000"
159278,2014 Q4,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"200,731,000"
159288,2015 Q1,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"205,735,000"
159297,2015 Q2,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"212,768,000"
159306,2015 Q3,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"280,894,000"
159315,2015 Q4,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"300,888,000"
159325,2016 Q1,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"324,131,000"
159334,2016 Q2,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"373,077,000"
159343,2016 Q3,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"383,304,000"
159352,2016 Q4,SS&C Technologies Holdings Inc,SSNC,Final Revenue,US Dollar,"400,924,000"
159362,2014 Q1,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"20,178,000"
159371,2014 Q2,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"20,048,000"
159380,2014 Q3,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"18,188,000"
159389,2014 Q4,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"16,573,000"
159399,2015 Q1,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"18,858,000"
159408,2015 Q2,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"18,657,000"
159417,2015 Q3,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"18,750,000"
159426,2015 Q4,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"20,858,000"
159436,2016 Q1,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"19,269,000"
159445,2016 Q2,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"20,974,000"
159454,2016 Q3,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"20,052,000"
159463,2016 Q4,STAAR SURGICAL CO,STAA,Final Revenue,US Dollar,"22,137,000"
159472,2014 Q1,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"15,799,695"
159481,2014 Q2,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"22,091,485"
159491,2014 Q3,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"32,575,001"
159500,2014 Q4,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"33,102,321"
159509,2015 Q1,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"30,964,000"
159518,2015 Q2,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"32,187,678"
159528,2015 Q3,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"35,884,000"
159537,2015 Q4,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"41,350,000"
159547,2016 Q1,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"43,160,000"
159556,2016 Q2,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"45,158,000"
159566,2016 Q3,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"47,750,000"
159575,2016 Q4,"Staffing 360 Solutions, Inc.",STAF,Final Revenue,US Dollar,"47,137,000"
159585,2014 Q1,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"33,298,000"
159594,2014 Q2,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"34,284,000"
159603,2014 Q3,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"37,834,000"
159612,2014 Q4,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"41,853,000"
159622,2015 Q1,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"44,052,000"
159631,2015 Q2,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"48,360,000"
159640,2015 Q3,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"51,669,000"
159649,2015 Q4,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"69,876,000"
159659,2016 Q1,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"81,837,000"
159668,2016 Q2,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"84,013,000"
159677,2016 Q3,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"92,559,000"
159686,2016 Q4,STAMPS.COM INC,STMP,Final Revenue,US Dollar,"105,896,000"
159696,2014 Q1,STAPLES INC,SPLS,Final Revenue,US Dollar,"5,654,000,000"
159705,2014 Q2,STAPLES INC,SPLS,Final Revenue,US Dollar,"5,220,000,000"
159714,2014 Q3,STAPLES INC,SPLS,Final Revenue,US Dollar,"5,962,000,000"
159723,2014 Q4,STAPLES INC,SPLS,Final Revenue,US Dollar,"5,656,000,000"
159733,2015 Q1,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,684,000,000"
159742,2015 Q2,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,387,000,000"
159751,2015 Q3,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,998,000,000"
159760,2015 Q4,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,695,000,000"
159770,2016 Q1,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,363,000,000"
159779,2016 Q2,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,274,000,000"
159788,2016 Q3,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,842,000,000"
159797,2016 Q4,STAPLES INC,SPLS,Final Revenue,US Dollar,"4,560,000,000"
159806,2014 Q1,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"3,873,800,000"
159813,2014 Q2,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,153,700,000"
159820,2014 Q3,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,180,800,000"
159828,2014 Q4,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,803,200,000"
159835,2015 Q1,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,563,500,000"
159842,2015 Q2,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,881,200,000"
159849,2015 Q3,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,914,800,000"
159857,2015 Q4,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"5,373,500,000"
159864,2016 Q1,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"4,993,200,000"
159871,2016 Q2,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"5,238,000,000"
159876,2016 Q3,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"5,711,200,000"
159882,2016 Q4,STARBUCKS CORP,SBUX,Final Revenue,US Dollar,"5,732,900,000"
159890,2014 Q1,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"291,300,000"
159896,2014 Q2,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"294,400,000"
159902,2014 Q3,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"291,300,000"
159908,2014 Q4,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"295,700,000"
159915,2015 Q1,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"334,900,000"
159921,2015 Q2,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"337,400,000"
159927,2015 Q3,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"349,700,000"
159933,2015 Q4,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"346,600,000"
159940,2016 Q1,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"339,200,000"
159946,2016 Q2,State Auto Financial CORP,STFC,Final Revenue,US Dollar,"348,500,000"
160022,2014 Q1,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"35,527,000"
160025,2014 Q2,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"35,403,000"
160028,2014 Q3,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"40,571,000"
160032,2014 Q4,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"43,026,000"
160038,2015 Q1,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"46,129,000"
160044,2015 Q2,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"46,368,000"
160050,2015 Q3,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"51,151,000"
160056,2015 Q4,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"55,300,000"
160062,2016 Q1,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"50,100,000"
160068,2016 Q2,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"48,979,000"
160074,2016 Q3,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"57,917,000"
160080,2016 Q4,"State National Companies, Inc.",SNC,Final Revenue,US Dollar,"60,074,000"
160180,2015 Q3,SteadyMed Ltd.,STDY,Final Revenue,US Dollar,"439,000"
160193,2016 Q1,SteadyMed Ltd.,STDY,Final Revenue,US Dollar,"375,000"
160200,2016 Q2,SteadyMed Ltd.,STDY,Final Revenue,US Dollar,"94,000"
160207,2016 Q3,SteadyMed Ltd.,STDY,Final Revenue,US Dollar,"276,000"
160214,2016 Q4,SteadyMed Ltd.,STDY,Final Revenue,US Dollar,"320,000"
160221,2014 Q1,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"1,830,082,000"
160229,2014 Q2,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,069,761,000"
160237,2014 Q3,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,339,016,000"
160245,2014 Q4,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,517,093,000"
160253,2015 Q1,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,047,435,000"
160261,2015 Q2,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,005,007,000"
160269,2015 Q3,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"1,950,923,000"
160277,2015 Q4,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"1,591,046,000"
160285,2016 Q1,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"1,741,301,000"
160293,2016 Q2,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,023,902,000"
160301,2016 Q3,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"2,101,310,000"
160309,2016 Q4,STEEL DYNAMICS INC,STLD,Final Revenue,US Dollar,"1,910,596,000"
160318,2014 Q1,STEIN MART INC,SMRT,Final Revenue,US Dollar,"328,854,000"
160327,2014 Q2,STEIN MART INC,SMRT,Final Revenue,US Dollar,"298,157,000"
160336,2014 Q3,STEIN MART INC,SMRT,Final Revenue,US Dollar,"303,667,000"
160345,2014 Q4,STEIN MART INC,SMRT,Final Revenue,US Dollar,"386,999,000"
160355,2015 Q1,STEIN MART INC,SMRT,Final Revenue,US Dollar,"353,521,000"
160364,2015 Q2,STEIN MART INC,SMRT,Final Revenue,US Dollar,"311,583,000"
160373,2015 Q3,STEIN MART INC,SMRT,Final Revenue,US Dollar,"300,665,000"
160382,2015 Q4,STEIN MART INC,SMRT,Final Revenue,US Dollar,"394,132,000"
160392,2016 Q1,STEIN MART INC,SMRT,Final Revenue,US Dollar,"355,712,000"
160401,2016 Q2,STEIN MART INC,SMRT,Final Revenue,US Dollar,"319,761,000"
160410,2016 Q3,STEIN MART INC,SMRT,Final Revenue,US Dollar,"299,527,000"
160419,2016 Q4,STEIN MART INC,SMRT,Final Revenue,US Dollar,"385,518,000"
160429,2016 Q1,Stellar Acquisition III Inc.,"STLR, STLRU, STLRW",Final Revenue,US Dollar,0
160433,2016 Q2,Stellar Acquisition III Inc.,"STLR, STLRU, STLRW",Final Revenue,US Dollar,0
160438,2016 Q3,Stellar Acquisition III Inc.,"STLR, STLRU, STLRW",Final Revenue,US Dollar,0
160444,2016 Q4,Stellar Acquisition III Inc.,"STLR, STLRU, STLRW",Final Revenue,US Dollar,0
160449,2014 Q1,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"114,371"
160453,2014 Q2,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"72,538"
160458,2014 Q3,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"126,398"
160466,2014 Q4,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"212,661"
160473,2015 Q1,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"187,627"
160480,2015 Q2,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"157,748"
160487,2015 Q3,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"200,653"
160495,2015 Q4,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"488,160"
160503,2016 Q1,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"326,335"
160511,2016 Q2,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"181,092"
160518,2016 Q3,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"276,102"
160526,2016 Q4,"Stellar Biotechnologies, Inc.","SBOT, SBOTF",Final Revenue,US Dollar,"141,856"
160595,2014 Q1,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"569,955,000"
160604,2014 Q2,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"640,822,000"
160613,2014 Q3,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"667,877,000"
160622,2014 Q4,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"676,947,000"
160632,2015 Q1,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"663,319,000"
160641,2015 Q2,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"715,689,000"
160650,2015 Q3,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"718,596,000"
160659,2015 Q4,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"888,304,000"
160669,2016 Q1,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"874,181,000"
160678,2016 Q2,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"891,621,000"
160687,2016 Q3,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"890,144,000"
160696,2016 Q4,STERICYCLE INC,"SRCL, SRCLP",Final Revenue,US Dollar,"906,396,000"
160706,2014 Q1,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"134,538,000"
160715,2014 Q2,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"194,806,000"
160724,2014 Q3,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"189,275,000"
160733,2014 Q4,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"153,611,000"
160743,2015 Q1,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"117,682,000"
160752,2015 Q2,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"177,425,000"
160761,2015 Q3,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"176,000,000"
160770,2015 Q4,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"152,488,000"
160780,2016 Q1,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"126,567,000"
160789,2016 Q2,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"189,582,000"
160798,2016 Q3,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"205,629,000"
160807,2016 Q4,STERLING CONSTRUCTION CO INC,STRL,Final Revenue,US Dollar,"168,345,000"
160817,2014 Q1,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"304,624,000"
160826,2014 Q2,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"295,715,000"
160835,2014 Q3,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"391,992,000"
160844,2014 Q4,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"342,620,000"
160854,2015 Q1,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"323,945,000"
160863,2015 Q2,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"323,582,000"
160872,2015 Q3,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"413,462,000"
160881,2015 Q4,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"344,250,000"
160891,2016 Q1,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"329,357,000"
160900,2016 Q2,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"325,402,000"
160909,2016 Q3,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"408,384,000"
160918,2016 Q4,"STEVEN MADDEN, LTD.",SHOO,Final Revenue,US Dollar,"336,408,000"
161077,2014 Q1,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"97,638"
161086,2014 Q2,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"225,155"
161095,2014 Q3,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"2,595"
161111,2015 Q1,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"81,000"
161120,2015 Q2,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"611,000"
161129,2015 Q3,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"8,323,000"
161138,2015 Q4,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"9,480,000"
161148,2016 Q1,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"7,620,000"
161157,2016 Q2,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"7,739,000"
161166,2016 Q3,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"7,767,000"
161175,2016 Q4,"STRATA Skin Sciences, Inc.","MELA, SSKN",Final Revenue,US Dollar,"8,631,000"
161184,2014 Q1,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"85,278,000"
161193,2014 Q2,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"102,062,000"
161203,2014 Q3,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"122,242,000"
161212,2014 Q4,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"101,990,000"
161221,2015 Q1,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"88,817,000"
161230,2015 Q2,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"98,426,000"
161240,2015 Q3,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"96,513,000"
161249,2015 Q4,STRATTEC SECURITY CORP,STRT,Final Revenue,US Dollar,"102,511,000"
